UID          PID    PPID  C STIME TTY          TIME CMD
jmh0880   750457  750406  0 12:14 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633169924/gvfs -f -o big_writes
jmh0880   750464  750406  0 12:14 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
jmh0880   750481  750406  0 12:14 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
jmh0880   750486  750406  0 12:14 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
jmh0880   750491  750406  0 12:14 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
jmh0880   750499  750406  0 12:14 ?        00:00:00 /usr/libexec/goa-daemon
jmh0880   750529  750406  0 12:14 ?        00:00:00 /usr/libexec/goa-identity-service
jmh0880   750530  750406  0 12:14 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
jmh0880   750558  750397  0 12:14 ?        00:00:00 sshd: jmh0880@pts/12
jmh0880   750560  750406  0 12:14 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
jmh0880   750591  750558  0 12:14 pts/12   00:00:00 -bash
root      751643       2  0 12:31 ?        00:00:00 [kworker/u257:1-xprtiod]
root      752810       2  0 12:50 ?        00:00:00 [kworker/u256:1-events_power_efficient]
cjg0253   753108  748328  0 12:53 ?        00:00:00 /usr/libexec/gvfsd-metadata
cjg0253   753351  748473  0 12:57 pts/8    00:00:00 nano lab3A.cpp
root      754477     948  0 13:16 ?        00:00:00 sshd: dem0260 [priv]
dem0260   754550       1  0 13:16 ?        00:00:00 /lib/systemd/systemd --user
dem0260   754553  754550  0 13:16 ?        00:00:00 (sd-pam)
dem0260   754558  754550  0 13:16 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
dem0260   754560  754550  0 13:16 ?        00:00:00 /usr/libexec/tracker-miner-fs
dem0260   754570  754550  0 13:16 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
dem0260   754598  754550  0 13:16 ?        00:00:00 /usr/libexec/gvfsd
dem0260   754603  754550  0 13:16 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633278371/gvfs -f -o big_writes
dem0260   754605  754550  0 13:16 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
dem0260   754619  754550  0 13:16 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
dem0260   754630  754550  0 13:16 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
dem0260   754636  754550  0 13:16 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
dem0260   754640  754550  0 13:16 ?        00:00:00 /usr/libexec/goa-daemon
dem0260   754653  754550  0 13:16 ?        00:00:00 /usr/libexec/goa-identity-service
dem0260   754658  754550  0 13:16 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
dem0260   754679  754550  0 13:16 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
dem0260   754708  754477  0 13:16 ?        00:00:00 sshd: dem0260@pts/2
dem0260   754718  754708  0 13:16 pts/2    00:00:00 -bash
dem0260   754963  754550  0 13:21 ?        00:00:00 /usr/libexec/gvfsd-metadata
root      755274       2  0 13:31 ?        00:00:00 [kworker/u256:2-rpciod]
root      755636       2  0 13:39 ?        00:00:00 [kworker/u257:2-xprtiod]
root      755788       2  0 13:49 ?        00:00:00 [kworker/0:2-mm_percpu_wq]
cjg0253   756453  748473  0 13:57 pts/8    00:00:00 nano lab3C.cpp
root      756458     948  0 13:57 ?        00:00:00 sshd: ksz0009 [priv]
ksz0009   756465       1  0 13:57 ?        00:00:00 /lib/systemd/systemd --user
ksz0009   756468  756465  0 13:57 ?        00:00:00 (sd-pam)
ksz0009   756473  756465  0 13:57 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
ksz0009   756475  756465  0 13:57 ?        00:00:00 /usr/libexec/tracker-miner-fs
ksz0009   756483  756465  0 13:57 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
ksz0009   756503  756465  0 13:57 ?        00:00:00 /usr/libexec/gvfsd
ksz0009   756518  756465  0 13:57 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1633661458/gvfs -f -o big_writes
ksz0009   756519  756465  0 13:57 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
ksz0009   756531  756465  0 13:57 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
ksz0009   756536  756465  0 13:57 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
ksz0009   756546  756465  0 13:57 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
ksz0009   756552  756465  0 13:57 ?        00:00:00 /usr/libexec/goa-daemon
ksz0009   756571  756465  0 13:57 ?        00:00:00 /usr/libexec/goa-identity-service
ksz0009   756572  756465  0 13:57 ?        00:00:00 /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
ksz0009   756596  756458  0 13:57 ?        00:00:00 sshd: ksz0009@pts/4
ksz0009   756598  756465  0 13:57 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
ksz0009   756614  756596  0 13:57 pts/4    00:00:00 -bash
root      756819       2  0 13:58 ?        00:00:00 [kworker/1:2-events_freezable]
root      757142       2  0 14:05 ?        00:00:00 [kworker/u256:0-nfsiod]
root      757271       2  0 14:06 ?        00:00:00 [kworker/0:0-events]
root      757274       2  0 14:06 ?        00:00:00 [kworker/1:0-events]
root      757352     948  0 14:09 ?        00:00:00 sshd: ksz0009 [priv]
ksz0009   757413  757352  0 14:09 ?        00:00:00 sshd: ksz0009@notty
ksz0009   757414  757413  0 14:09 ?        00:00:00 /usr/lib/openssh/sftp-server
ksz0009   757438  756614  0 14:11 pts/4    00:00:00 script rec03
ksz0009   757439  757438  0 14:11 pts/1    00:00:00 bash -i
root      757465       2  0 14:12 ?        00:00:00 [kworker/1:1-events_freezable]
root      757481       2  0 14:13 ?        00:00:00 [kworker/0:1-events]
root      757532     948  0 14:16 ?        00:00:00 sshd: dem0260 [priv]
dem0260   757593  757532  0 14:16 ?        00:00:00 sshd: dem0260@notty
dem0260   757594  757593  0 14:16 ?        00:00:00 /usr/lib/openssh/sftp-server
ksz0009   757598  757439  0 14:17 pts/1    00:00:00 ps -ef
